label,Turbidity,pH,Rainfall,Nitrogen,Phosphorus,Potassium,Humidity
Zinnia,1.32,6.09,636.19,1.1,1.08,2.0,58.89
Stevia,0.7,5.89,765.0,1.33,0.91,1.58,72.75
Calendula (Pot marigold),2.96,7.11,435.57,1.49,0.68,1.42,67.43
Pothos (Epipremnum aureum),1.0,6.34,170.6,1.12,1.14,1.56,56.04
Spider plant (Chlorophytum comosum),1.35,7.22,394.43,2.53,1.09,1.62,59.32
Chives,3.14,6.24,729.14,1.85,0.9,2.04,64.94
Chamomile,2.78,5.75,376.51,1.51,0.61,1.02,62.55
Thyme,1.1,6.52,327.18,2.31,0.78,1.52,66.77
Zinnia,3.01,6.83,700.96,1.77,0.63,1.25,69.37
Rosemary,1.63,7.87,1159.78,1.21,1.1,1.93,57.2
Snake plant (Sansevieria trifasciata),1.88,5.89,227.3,1.63,0.53,1.39,56.6
Tulip,1.27,7.03,320.94,2.27,1.18,1.54,76.11
Lemon balm,2.08,6.31,517.86,2.13,0.82,2.09,83.72
Pothos (Epipremnum aureum),2.21,7.3,478.8,1.22,1.37,1.68,77.41
Snake plant (Sansevieria trifasciata),2.25,6.49,229.89,2.6,1.18,1.68,48.69
Petunia,3.08,6.42,648.09,1.27,1.13,1.25,64.82
Zinnia,2.39,7.11,391.22,2.59,0.63,1.22,69.38
Lavender,3.12,6.13,539.36,1.14,0.79,0.65,46.6
Lavender cotton (Santolina),3.2,7.84,480.71,1.94,0.93,1.98,60.38
Dill,3.24,7.13,513.58,1.75,0.89,1.99,67.54
Cilantro,0.92,6.17,972.05,1.64,0.62,1.65,51.29
Sage,0.84,7.3,678.89,1.31,0.91,1.17,46.95
Sage,2.48,6.21,744.79,1.05,0.95,1.18,50.77
Coriander (Cilantro),1.64,6.49,1006.79,1.62,0.61,2.38,59.66
Snake plant (Sansevieria trifasciata),4.39,7.1,384.83,1.59,0.39,1.59,75.87
Impatiens,0.5,7.2,416.49,1.26,0.87,1.39,75.02
Spearmint,3.44,7.18,392.99,1.86,1.03,2.3,71.33
Spearmint,4.31,6.23,945.69,1.88,0.52,2.24,76.34
Snake plant (Sansevieria trifasciata),1.69,5.98,568.95,1.11,1.28,0.53,49.21
African violet (Saintpaulia),4.24,6.04,253.99,0.8,1.48,1.6,38.69
Lavender cotton (Santolina),1.4,6.85,682.17,1.4,0.71,1.31,62.3
Stevia,1.72,6.95,318.75,1.67,1.0,1.13,70.93
Nasturtium,1.46,6.62,700.41,1.55,0.77,1.88,71.73
Marigold,1.08,7.64,612.73,2.61,0.86,1.11,58.98
Peace lily (Spathiphyllum),1.12,7.0,721.39,2.16,0.79,1.15,73.79
Rose,4.98,7.44,189.67,1.1,0.86,2.36,34.45
Sage,3.09,7.5,523.64,1.2,0.77,1.14,65.64
Lemon verbena,2.49,7.16,988.89,2.12,0.64,1.46,77.81
Oregano,3.67,6.11,969.65,1.73,0.68,1.74,49.78
Peppermint,4.42,6.86,534.6,1.12,1.05,1.28,80.16
Lavender,3.79,6.48,476.33,1.27,1.02,1.9,55.23
Nasturtium,1.37,7.48,750.03,2.13,1.16,1.82,59.3
Thyme,2.93,7.53,733.06,1.35,0.59,1.45,51.99
Daffodil,3.1,6.26,197.61,2.54,0.51,0.8,77.05
Chamomile,2.7,6.83,475.85,1.82,0.64,1.45,68.7
Tarragon,2.71,6.08,525.17,1.33,0.69,1.25,65.45
Peppermint,4.45,7.42,451.9,2.78,0.98,2.47,65.55
Petunia,2.24,7.17,690.46,2.61,0.82,1.85,74.77
Lemon balm,3.96,6.42,956.35,2.01,0.7,2.41,80.62
Zinnia,1.09,5.79,875.69,1.55,0.63,1.73,71.63
Rose,2.09,6.12,287.64,1.08,0.22,0.6,66.94
Sage,0.53,6.58,412.72,2.25,0.86,1.73,67.25
Lemon verbena,1.24,6.47,406.49,2.44,0.97,1.98,50.45
Coriander (Cilantro),1.46,7.06,933.72,2.12,0.55,1.45,73.25
Chamomile,1.21,6.63,988.81,2.14,1.03,1.94,59.51
Geranium,2.76,6.81,949.98,2.41,0.9,1.88,61.48
Orchid,2.82,5.81,259.65,1.23,0.93,1.62,48.33
Bay leaf (Bay laurel),1.61,6.63,621.49,1.05,0.58,1.43,67.06
Calendula (Pot marigold),1.44,7.33,507.14,1.66,0.92,1.11,68.01
Marigold,3.09,7.33,683.64,2.74,0.52,1.69,52.0
Crocus,2.06,7.1,597.2,2.94,0.49,0.54,73.1
Impatiens,2.37,6.89,934.55,1.46,1.16,1.55,78.89
Marjoram,0.67,6.09,296.42,2.34,0.85,1.51,67.4
Tarragon,3.15,7.14,784.52,1.55,0.83,1.83,51.38
Mint,3.72,7.33,1393.31,2.73,0.93,1.01,71.71
Lemon balm,2.26,6.72,589.5,2.11,0.57,1.47,79.21
Lemon balm,1.39,6.09,348.28,2.88,0.61,2.39,54.59
Lavender,1.71,6.35,690.04,1.27,0.84,1.08,66.68
Snake plant (Sansevieria trifasciata),3.7,6.93,700.45,0.74,1.47,1.12,71.86
Nasturtium,1.57,6.83,521.14,2.23,0.5,1.15,70.92
Spearmint,0.85,6.74,635.87,1.97,0.58,1.52,66.28
Lavender,3.59,6.98,386.57,2.14,0.81,0.89,54.67
Morning glory,1.98,6.74,673.89,2.33,1.17,1.47,50.37
Crocus,1.52,5.93,224.05,0.52,1.14,1.93,55.76
Dill,0.98,6.96,511.91,1.01,0.93,1.39,48.56
Pothos (Epipremnum aureum),1.08,5.7,109.26,2.57,0.81,0.92,47.31
Peace lily (Spathiphyllum),0.8,5.76,586.36,0.59,0.36,1.07,44.94
Sweet pea,0.97,6.86,756.97,2.03,0.53,1.26,57.05
Impatiens,1.13,6.25,997.97,1.98,0.68,1.99,75.05
Spearmint,0.62,6.58,326.38,2.4,0.75,1.78,89.06
Chamomile,3.94,7.07,419.45,1.91,0.59,2.0,65.74
Peppermint,4.49,6.89,1008.09,1.03,1.07,1.45,60.08
Iris,3.75,6.91,651.33,2.98,0.82,1.0,35.55
Snapdragon,1.28,7.27,664.05,2.49,1.08,1.77,55.07
Rose,4.46,5.77,543.23,1.56,1.48,1.31,40.57
Coriander (Cilantro),2.96,7.38,947.3,1.58,0.92,1.06,51.28
Rosemary,1.14,6.06,953.65,2.76,0.72,1.23,51.91
Geranium,1.94,6.39,750.13,1.04,0.74,1.85,51.3
Iris,1.01,6.39,266.57,2.12,1.28,0.54,30.93
Calendula (Pot marigold),1.78,6.18,330.37,2.1,0.78,1.38,72.54
Mint,4.59,6.26,572.82,2.92,1.22,1.4,68.45
Cilantro,4.28,8.0,324.5,1.69,1.14,1.34,63.42
African violet (Saintpaulia),0.48,6.24,595.58,1.72,1.0,1.96,41.42
Lemon verbena,1.82,6.44,1141.34,1.74,0.79,1.32,51.23
Chamomile,1.68,6.84,352.89,1.1,0.91,1.73,58.45
Sunflower,3.27,5.92,509.34,1.58,0.78,1.42,63.82
Coriander (Cilantro),3.4,7.07,480.77,2.63,1.11,1.5,75.3
Jade plant (Crassula ovata),0.61,5.52,736.97,0.84,0.98,2.05,51.73
Rose,3.1,5.66,105.83,1.74,1.24,1.97,44.89
Petunia,1.08,6.35,944.61,2.63,0.61,1.85,67.32
Spider plant (Chlorophytum comosum),4.89,5.59,455.21,2.79,1.07,1.07,69.98
Calendula (Pot marigold),2.34,6.44,545.5,1.68,0.67,1.6,55.03
Lemon verbena,1.8,7.18,1153.8,2.09,0.76,1.32,65.1
Marigold,1.23,6.86,625.09,2.64,1.03,1.69,59.81
Zinnia,2.61,6.88,748.98,1.64,1.11,1.23,59.31
Nasturtium,2.96,6.85,707.73,1.07,0.85,1.33,50.23
African violet (Saintpaulia),1.97,7.33,628.89,1.64,1.41,2.39,49.47
Marjoram,3.55,7.03,511.62,2.94,1.08,1.81,59.05
Iris,3.26,6.89,226.89,2.99,0.9,0.83,33.86
Lavender cotton (Santolina),0.7,6.06,625.52,2.5,0.61,1.61,55.87
Impatiens,0.99,6.36,284.57,1.72,1.13,1.88,59.79
Snapdragon,3.8,6.84,664.77,2.43,1.2,1.42,41.85
Peace lily (Spathiphyllum),2.12,7.45,717.09,2.42,1.2,1.76,30.31
Spider plant (Chlorophytum comosum),1.04,7.16,250.02,1.62,1.09,0.95,71.37
Zinnia,1.8,6.22,486.17,1.4,1.04,1.91,79.89
Lavender cotton (Santolina),0.69,6.3,621.66,2.35,0.86,1.53,69.22
Snapdragon,3.42,6.69,658.33,2.17,0.97,1.99,41.41
Fennel,3.09,7.0,792.51,1.17,0.89,1.36,52.66
Sweet pea,3.26,6.18,950.19,1.18,1.04,1.84,77.79
Lavender cotton (Santolina),2.56,7.36,244.88,1.96,0.56,1.84,69.31
Oregano,0.67,6.21,382.26,1.49,0.79,1.44,43.82
Nasturtium,1.86,5.88,409.09,1.1,0.64,1.72,51.82
Tomato,4.08,6.53,960.64,2.41,1.33,1.45,65.7
Jade plant (Crassula ovata),1.78,6.74,164.63,2.19,0.59,0.95,70.68
Jade plant (Crassula ovata),0.11,6.35,404.35,2.34,1.28,2.18,67.54
Aloe vera,3.56,7.37,427.31,2.81,1.36,0.94,35.07
Calendula (Pot marigold),2.31,6.52,558.5,1.57,0.73,1.87,68.96
Dill,2.36,5.64,673.4,1.68,0.72,1.52,57.82
Crocus,1.07,5.9,571.87,2.12,1.04,0.89,73.5
Orchid,1.78,5.89,567.05,1.04,0.88,1.41,69.23
Marjoram,0.9,5.61,975.3,1.69,0.71,1.29,65.62
Sweet pea,2.3,7.32,579.84,2.54,0.67,1.19,55.31
Aloe vera,1.36,7.2,343.66,2.26,0.83,2.16,49.1
Snapdragon,1.72,6.84,302.52,1.5,0.72,1.77,63.01
Dill,2.18,7.23,324.96,1.69,0.73,1.59,45.97
Lavender,3.68,7.09,679.3,1.39,0.93,1.64,45.52
Chives,3.37,7.46,575.27,2.79,0.84,1.95,81.93
Geranium,1.53,6.02,551.24,2.97,0.77,1.3,70.53
Sunflower,0.63,5.59,693.31,2.17,1.11,1.75,52.69
Snake plant (Sansevieria trifasciata),1.12,6.71,516.91,2.57,1.23,1.7,72.28
Dill,0.63,6.22,344.49,2.31,0.81,1.57,42.72
Oregano,3.44,7.59,523.07,2.58,0.94,1.74,40.31
Chives,1.08,6.51,1166.32,3.39,0.95,1.09,58.93
Tomato,3.32,6.84,438.19,2.24,0.82,2.21,67.27
Cilantro,3.63,7.17,435.65,1.59,1.09,1.88,73.45
Peace lily (Spathiphyllum),4.86,6.22,373.0,2.6,0.88,1.84,61.41
Basil,0.77,6.49,970.65,1.57,0.63,2.4,72.2
Mint,2.87,7.0,1282.36,2.31,0.8,1.31,80.42
Spider plant (Chlorophytum comosum),2.97,7.15,529.12,1.92,1.11,1.41,75.27
Lemon verbena,1.42,7.28,751.18,2.3,0.63,1.67,60.22
Tulip,4.48,6.9,784.3,2.52,1.35,0.97,45.25
Coriander (Cilantro),4.12,6.57,1083.08,2.26,1.11,2.21,79.96
Sweet pea,2.59,7.06,691.24,2.56,0.6,1.1,74.16
Tomato,3.41,5.88,881.87,2.83,1.12,1.24,51.0
Marigold,2.6,7.37,569.76,1.71,0.89,1.69,56.26
Sage,1.38,7.15,568.56,1.48,0.95,1.88,51.2
Calendula (Pot marigold),0.79,7.08,461.56,2.31,0.93,1.72,71.42
Pothos (Epipremnum aureum),1.9,7.24,168.25,0.7,0.44,1.18,33.57
Petunia,2.06,6.0,997.89,1.33,0.51,1.58,70.08
Snapdragon,2.13,6.13,422.48,2.02,1.09,1.33,49.86
Impatiens,2.48,6.34,972.91,1.59,0.97,1.49,56.89
Daffodil,0.67,6.91,503.11,1.08,0.1,1.7,33.56
Crocus,1.4,7.37,508.62,0.84,0.42,1.68,61.77
Snapdragon,2.13,6.91,526.06,2.01,0.91,1.56,53.5
Lavender,3.8,6.68,647.92,2.46,0.88,1.17,58.96
Crocus,1.06,5.77,479.43,2.52,0.77,1.63,33.17
Snake plant (Sansevieria trifasciata),0.63,7.5,299.09,1.22,1.49,2.08,39.18
Coriander (Cilantro),1.27,6.59,922.83,2.19,0.82,2.47,65.31
Morning glory,2.76,6.95,392.55,2.89,0.97,1.65,77.16
Lily,1.85,6.52,367.25,2.2,1.24,2.09,51.5
Cilantro,1.5,6.34,333.2,2.15,0.93,1.14,68.36
Orchid,0.87,7.08,681.65,0.99,1.39,1.69,51.31
Pansy,2.78,6.02,648.78,2.96,1.18,1.28,73.55
Lavender cotton (Santolina),0.73,7.75,793.31,1.23,0.96,1.74,58.0
Petunia,0.82,6.6,830.91,2.09,0.58,1.33,78.15
Jade plant (Crassula ovata),0.99,7.46,581.87,2.11,0.43,2.39,48.18
Lavender,1.06,7.37,406.45,2.47,0.88,0.94,50.77
Lemon balm,1.36,6.84,490.18,2.05,1.19,2.49,65.79
Dill,2.11,5.98,721.4,1.25,0.87,1.73,53.83
Lavender cotton (Santolina),1.83,6.8,538.1,2.49,0.82,1.7,69.88
Peace lily (Spathiphyllum),0.69,5.98,487.7,2.85,0.62,1.7,42.71
Jade plant (Crassula ovata),2.59,6.33,499.61,1.13,0.93,0.75,53.96
Oregano,2.23,6.79,490.8,2.32,0.67,1.42,44.04
Snapdragon,3.61,6.29,355.61,2.86,0.8,1.12,53.3
Sage,2.69,6.85,784.28,2.41,0.97,1.6,54.67
Nasturtium,0.73,6.46,369.59,1.61,0.55,1.98,55.44
Marjoram,2.79,7.38,510.59,1.0,0.86,1.72,60.01
Spider plant (Chlorophytum comosum),4.88,6.3,321.63,1.62,0.12,0.68,60.05
Spearmint,3.58,6.82,305.47,2.14,1.08,2.18,71.59
Rosemary,1.05,6.94,1086.82,2.93,0.86,1.66,63.76
Snapdragon,3.62,7.8,698.57,2.73,1.17,1.95,62.5
Sunflower,1.86,5.61,697.18,2.79,1.04,1.48,76.87
Lavender,3.79,6.03,537.45,1.71,0.75,1.52,69.16
Geranium,3.02,6.22,458.89,2.87,0.79,1.42,54.21
Spider plant (Chlorophytum comosum),0.2,6.33,536.38,0.62,0.67,0.51,53.98
Petunia,0.66,6.04,516.63,1.21,1.1,1.33,54.64
Lily,4.55,7.46,207.3,2.87,0.46,1.25,54.04
Spider plant (Chlorophytum comosum),2.39,6.33,597.68,2.29,0.74,2.01,52.78
Zinnia,2.52,6.39,633.81,2.27,1.06,1.66,52.12
Lavender cotton (Santolina),0.71,6.69,623.75,1.11,0.66,1.44,59.81
Petunia,1.71,6.72,477.66,2.8,0.86,1.7,63.5
Basil,0.99,5.81,1190.85,2.0,0.89,2.25,79.73
Tomato,4.5,6.57,643.49,2.48,0.54,1.17,50.15
Lemon balm,4.34,7.04,255.0,2.19,1.16,2.2,79.61
Sweet pea,0.89,7.25,467.62,1.9,0.75,1.8,71.2
Petunia,1.35,7.21,346.76,2.94,0.89,1.39,74.29
Aloe vera,2.13,6.23,365.82,0.67,0.37,2.2,51.89
Pothos (Epipremnum aureum),4.2,5.61,370.43,0.56,0.14,2.49,79.02
Orchid,4.84,5.76,573.29,2.19,0.89,1.52,54.09
Dill,2.38,7.23,787.67,1.99,0.61,1.51,63.5
Bay leaf (Bay laurel),2.08,7.23,796.46,1.39,0.9,1.34,54.73
Parsley,0.82,6.71,432.62,1.67,1.13,1.85,53.66
Pansy,3.14,7.48,587.17,2.72,0.67,1.14,60.31
Jade plant (Crassula ovata),1.16,6.88,188.31,1.9,0.88,1.58,72.73
Peppermint,2.12,6.13,774.05,2.9,1.17,1.47,84.23
Zinnia,0.66,6.45,767.65,2.28,0.82,1.2,50.54
Daffodil,2.55,6.69,624.71,1.41,1.1,0.7,40.99
Morning glory,1.55,6.58,731.53,2.23,0.54,1.24,60.55
Morning glory,0.51,6.09,797.86,1.3,1.13,1.19,61.25
Spider plant (Chlorophytum comosum),4.67,6.27,418.39,0.55,0.6,1.38,65.11
Coriander (Cilantro),2.45,6.72,675.62,2.63,1.19,2.25,66.57
Tulip,4.23,5.53,542.57,0.97,0.29,0.66,43.84
Stevia,1.11,7.21,644.93,1.19,0.63,1.38,68.29
Iris,4.99,6.35,116.38,1.94,1.17,2.44,77.31
Lily,0.66,7.03,159.14,2.97,0.64,0.77,79.75
Fennel,1.3,7.09,560.54,1.86,0.71,1.8,40.01
Bay leaf (Bay laurel),1.58,7.26,701.12,2.77,1.2,1.11,45.02
Mint,1.5,6.39,434.1,1.61,1.21,1.73,86.69
Pothos (Epipremnum aureum),0.58,6.7,561.03,1.92,1.1,1.59,55.61
Lily,0.18,6.35,658.72,2.57,0.22,1.94,44.53
Parsley,3.46,6.3,850.53,2.99,0.74,2.01,56.8
Snapdragon,2.78,7.53,732.25,2.86,0.74,1.45,63.37
Parsley,2.66,6.14,642.96,2.1,1.08,2.33,73.03
Daffodil,2.77,5.76,327.17,1.04,0.52,1.51,77.44
Rose,1.71,6.44,354.92,0.55,0.59,1.73,58.9
Fennel,1.55,6.82,225.98,1.19,0.63,1.8,69.8
Crocus,2.71,7.0,472.36,1.06,0.63,1.61,76.66
Pansy,0.72,5.92,858.7,2.55,0.51,1.54,57.85
Pothos (Epipremnum aureum),0.64,5.69,596.94,1.23,1.21,0.56,77.49
Mint,4.21,6.95,813.75,2.72,1.3,2.5,80.67
Spider plant (Chlorophytum comosum),0.85,6.21,278.94,0.82,0.53,1.56,49.3
Zinnia,1.58,5.65,985.68,2.05,0.83,1.78,59.86
Rosemary,2.15,7.01,609.43,2.08,0.61,1.45,59.08
Fennel,2.99,6.95,320.66,2.62,0.83,1.38,58.31
Coriander (Cilantro),2.3,6.06,597.37,2.24,0.76,1.95,58.69
Tulip,2.34,6.93,400.14,1.45,0.95,2.4,74.35
Sunflower,1.74,6.87,499.34,2.96,0.88,1.44,73.45
Oregano,1.29,6.56,591.18,1.45,0.52,1.39,44.79
Sage,0.53,6.96,320.43,1.01,0.74,1.93,55.38
Bay leaf (Bay laurel),2.07,7.34,437.13,2.17,1.05,1.97,68.54
Bay leaf (Bay laurel),3.62,7.59,335.75,1.18,0.56,1.57,49.35
Cilantro,1.42,7.94,1199.15,1.7,1.05,1.62,77.33
Tarragon,1.53,6.84,510.13,1.06,0.65,1.05,55.91
Rosemary,0.65,7.84,521.01,2.07,1.17,1.57,71.78
Chives,1.49,6.26,1142.69,1.61,0.85,2.46,60.43
Sweet pea,1.8,6.17,938.61,1.5,0.54,1.38,56.81
Tarragon,2.31,7.48,693.32,1.28,0.65,1.23,43.17
Parsley,0.89,7.03,587.11,2.32,0.51,1.25,76.07
Dill,1.86,7.03,626.24,2.08,0.7,1.83,47.73
Crocus,2.69,5.64,664.71,2.9,0.27,2.05,43.48
Pansy,1.23,6.09,634.16,1.06,1.01,1.65,62.65
Oregano,1.81,6.7,788.54,2.27,0.88,1.44,64.63
Chamomile,2.52,7.47,258.19,1.39,1.05,1.29,72.64
Coriander (Cilantro),1.88,7.18,585.61,2.4,0.93,1.86,68.38
Impatiens,2.66,6.85,949.02,2.36,1.08,1.47,70.99
Lemon verbena,2.38,5.6,428.4,1.49,0.68,1.14,69.49
Pansy,3.32,5.92,682.18,2.8,0.7,1.4,74.28
Marigold,2.59,7.29,739.2,1.56,1.11,1.62,49.4
Lemon balm,1.43,7.07,646.34,1.98,0.61,1.93,77.89
Orchid,1.45,5.79,250.99,2.84,1.05,1.46,43.99
Mint,5.0,6.14,724.04,2.24,0.65,1.15,72.22
Sage,0.98,7.6,680.48,1.71,0.53,1.98,65.41
Iris,3.97,5.69,182.62,1.99,1.13,1.46,48.59
Parsley,1.88,7.46,690.84,3.0,0.78,2.42,78.39
Snapdragon,1.3,6.11,472.09,1.55,0.8,1.43,40.95
Daffodil,4.6,5.85,308.02,0.68,0.55,1.94,54.79
Pothos (Epipremnum aureum),1.94,7.14,108.69,1.15,1.27,1.32,32.37
Basil,2.42,6.99,967.21,1.15,0.93,2.08,67.67
Sage,2.31,6.97,422.23,1.25,0.69,1.04,51.24
Lily,1.42,6.62,109.8,1.04,1.02,1.36,61.49
Sweet pea,2.23,7.02,233.0,2.6,0.84,1.6,78.73
Spearmint,1.55,7.01,579.24,1.22,0.55,1.53,65.79
African violet (Saintpaulia),3.53,6.4,366.04,2.41,0.77,1.82,74.19
Chives,2.9,7.15,413.72,1.76,1.1,2.33,77.83
Snapdragon,3.37,7.22,454.0,1.69,1.18,1.08,46.34
Spearmint,1.55,7.1,1082.76,2.95,0.64,1.17,62.53
Rosemary,2.79,7.78,555.26,2.0,1.15,1.33,66.02
Bay leaf (Bay laurel),1.97,6.03,460.27,2.01,0.68,1.3,64.69
Crocus,4.25,6.61,510.66,2.49,0.47,2.02,48.68
Mint,3.15,6.35,877.26,2.92,1.31,1.38,73.48
Peppermint,2.45,6.01,584.09,1.59,1.08,1.86,75.98
Cilantro,2.76,7.65,1169.06,2.35,1.05,1.8,72.05
Sunflower,2.62,5.54,925.67,2.8,1.07,1.85,51.11
Nasturtium,2.92,6.42,346.58,1.82,1.11,1.04,68.77
Rose,1.49,7.07,327.5,1.74,0.36,1.67,74.71
Sage,2.06,7.48,792.22,1.9,0.67,1.53,51.45
Iris,4.36,6.45,113.58,1.08,0.14,1.54,31.63
Bay leaf (Bay laurel),2.5,6.15,421.74,1.0,0.85,1.9,69.43
Fennel,1.47,6.37,530.68,1.02,0.84,1.64,66.23
Iris,0.53,6.92,605.83,0.53,0.73,1.79,34.46
Crocus,4.24,6.32,318.09,1.44,0.35,1.15,51.91
Chamomile,1.17,5.9,382.01,1.63,0.73,1.09,74.12
Spearmint,3.1,6.92,985.56,2.49,1.1,2.17,67.9
Calendula (Pot marigold),1.49,6.15,299.45,1.25,0.97,1.58,55.69
Morning glory,3.36,5.51,491.28,1.83,0.99,1.39,65.62
Parsley,2.07,6.34,427.87,1.68,0.6,1.69,56.59
Peace lily (Spathiphyllum),2.44,6.43,583.94,1.71,0.6,1.44,65.28
Aloe vera,3.72,5.77,335.32,2.77,1.18,2.28,44.11
Parsley,4.25,7.12,984.09,2.75,0.93,1.36,71.14
Impatiens,3.1,6.91,811.9,2.82,0.65,1.55,63.78
Chives,2.95,7.13,756.6,1.85,0.5,2.01,53.93
Jade plant (Crassula ovata),1.64,6.49,622.01,1.76,0.7,1.03,52.35
Chamomile,2.37,5.67,651.8,2.3,0.82,1.19,60.41
Marigold,1.21,7.0,502.35,2.75,0.59,1.15,53.34
Iris,0.3,6.46,345.52,1.03,0.37,0.64,33.85
Marjoram,2.64,6.32,204.7,2.54,0.72,1.55,68.71
Lavender,1.96,6.18,468.46,1.59,0.8,1.6,56.69
Lemon balm,3.82,6.19,210.23,2.31,0.68,2.19,55.86
Lemon balm,4.39,6.1,379.22,2.98,0.72,2.35,50.05
Orchid,3.82,6.81,521.73,2.71,0.94,2.17,46.36
Spearmint,3.94,6.97,1180.34,2.56,0.89,2.43,74.66
Marigold,3.53,6.92,509.99,2.14,0.82,1.67,52.25
Chamomile,1.88,5.71,502.91,1.97,0.89,1.02,50.52
Dill,2.47,5.78,649.68,2.07,0.5,1.92,59.76
Mint,2.39,7.31,644.41,2.15,1.37,1.41,81.87
Pothos (Epipremnum aureum),4.54,6.41,153.25,1.75,0.56,1.36,73.36
Fennel,2.03,6.77,486.48,1.0,0.68,1.51,61.58
Sweet pea,3.46,6.42,569.79,1.95,0.72,1.5,55.88
Thyme,1.22,7.86,924.54,1.59,0.65,1.35,72.91
Snapdragon,0.69,6.05,605.02,1.14,1.18,1.16,43.59
Petunia,3.19,5.79,767.79,2.09,0.79,1.05,51.93
Oregano,1.28,6.96,588.85,2.64,1.45,2.0,59.94
Sunflower,2.78,7.27,959.23,1.96,1.12,1.76,57.85
Rosemary,0.84,7.4,1066.64,1.39,1.04,1.58,60.15
Calendula (Pot marigold),1.71,7.48,644.97,1.76,0.84,1.31,58.06
Sage,2.18,7.22,724.85,1.19,0.75,1.7,45.09
Fennel,2.11,6.62,654.93,2.75,0.97,1.11,60.73
Impatiens,1.31,6.44,494.72,2.42,0.78,1.23,52.03
Impatiens,1.78,7.23,662.51,1.57,1.13,1.33,51.59
Jade plant (Crassula ovata),0.43,6.56,667.09,2.99,1.49,1.3,52.9
Rose,3.29,6.95,279.64,2.75,0.67,1.79,46.28
Fennel,0.55,7.66,457.9,1.53,0.93,1.52,46.49
Rose,4.02,6.32,616.05,1.47,1.19,1.15,67.61
Nasturtium,0.79,7.07,362.07,2.09,0.96,1.48,70.4
Lavender cotton (Santolina),1.94,6.21,588.4,1.68,0.52,1.54,64.45
Basil,3.19,6.66,540.21,2.49,0.93,2.48,69.06
Petunia,2.9,6.01,389.29,1.64,0.77,1.42,52.11
African violet (Saintpaulia),2.8,5.7,442.74,1.15,1.18,1.21,60.41
Rose,0.39,6.61,478.45,1.65,1.0,0.57,43.96
Marjoram,1.8,7.04,627.19,2.91,0.7,1.22,52.93
Morning glory,1.37,5.65,765.22,2.79,0.88,1.12,63.43
Spider plant (Chlorophytum comosum),1.44,5.81,518.7,1.67,0.33,1.55,50.01
Impatiens,0.91,6.22,551.61,1.3,1.01,1.39,55.99
Snapdragon,1.83,7.25,444.3,2.44,0.85,1.74,68.04
Petunia,3.22,6.47,897.43,2.2,0.97,1.04,54.87
Parsley,4.45,6.98,574.11,2.57,0.94,2.08,78.39
Parsley,1.68,6.64,760.78,1.91,0.83,1.77,77.19
Sunflower,2.84,5.91,902.33,2.14,1.19,1.73,75.93
Spider plant (Chlorophytum comosum),2.88,5.63,243.15,1.31,0.38,2.23,67.05
Spearmint,1.21,6.72,459.67,2.24,0.51,1.75,85.2
Tarragon,1.79,6.37,465.23,1.91,0.95,1.19,60.78
Sweet pea,1.75,6.84,343.53,1.28,1.12,1.39,64.43
Peppermint,4.32,6.52,547.18,1.52,0.92,1.62,89.99
Snapdragon,0.54,6.26,267.66,2.96,1.07,1.19,52.41
Cilantro,1.81,7.32,664.5,2.54,1.41,1.56,54.48
Impatiens,1.12,7.49,304.65,2.85,0.96,1.83,53.68
Jade plant (Crassula ovata),1.88,6.28,697.34,0.83,0.12,1.8,49.17
Tarragon,2.51,7.8,414.38,1.61,0.81,1.34,43.85
Daffodil,4.7,7.48,654.51,0.94,1.12,2.13,67.41
Pansy,2.91,6.3,351.27,1.15,0.73,1.46,57.2
Lemon balm,4.1,6.13,647.94,2.9,0.58,1.59,83.52
Rose,4.25,6.21,670.46,1.37,1.14,0.95,46.09
Calendula (Pot marigold),1.61,6.65,355.02,1.62,0.65,1.22,70.67
Chives,0.62,7.25,1073.81,1.69,0.92,1.13,62.08
Spearmint,0.89,6.94,435.5,1.05,0.54,2.04,67.23
Snake plant (Sansevieria trifasciata),0.67,6.83,261.47,2.06,0.69,1.59,52.37
Lemon verbena,1.74,5.72,1127.32,2.0,0.57,1.21,62.65
Petunia,3.22,5.69,974.22,2.46,0.8,1.12,62.56
Snake plant (Sansevieria trifasciata),1.31,7.34,276.31,2.25,0.33,1.11,74.84
Morning glory,1.22,6.58,600.06,1.6,1.19,1.81,51.11
African violet (Saintpaulia),1.83,6.42,612.96,0.8,1.47,2.31,70.67
Marjoram,3.21,5.84,386.4,2.05,0.57,1.16,56.12
Spider plant (Chlorophytum comosum),0.78,5.88,462.49,2.19,1.35,0.95,74.14
Mint,4.65,6.42,471.25,2.05,1.38,1.58,87.01
Calendula (Pot marigold),2.31,6.12,526.89,2.18,0.8,1.22,65.47
Oregano,0.93,7.19,276.8,1.72,0.98,1.07,66.21
Snapdragon,1.96,6.5,639.01,1.4,0.78,1.29,52.3
Aloe vera,0.43,5.66,451.05,1.37,1.0,1.48,79.17
Aloe vera,2.22,6.98,565.1,1.3,0.18,0.69,71.5
Basil,1.26,6.91,793.78,1.37,1.11,2.06,83.31
Bay leaf (Bay laurel),3.25,6.31,591.84,2.35,0.66,1.85,53.95
Jade plant (Crassula ovata),1.05,6.0,653.56,2.24,1.47,1.45,51.97
Mint,4.2,6.65,470.09,2.09,1.3,2.49,83.35
